Batch_ID,Time_Stamp,Temperature_C,Pressure_Bar,Power_Consumption_kW,Vibration_mm_s
T010,2023-01-01 00:00:00,89.6314287899828,9.32105149775543,65.89187614402418,2.025018851928812
T010,2023-01-01 00:01:00,98.67074926817646,9.417204443451059,52.24181537533957,1.4133482197158342
T010,2023-01-01 00:02:00,107.90531931511484,9.990764418748277,114.43643063513564,3.7361876025127074
T010,2023-01-01 00:03:00,81.53602131638856,10.200209125872565,117.667797826337,3.316197637568961
T010,2023-01-01 00:04:00,99.87552529134935,12.743727562594023,96.51100419281647,1.537122785658194
T010,2023-01-01 00:05:00,108.96919612929788,14.405790935048271,199.93978647087198,0.6290884513774968
T010,2023-01-01 00:06:00,93.17522466458053,14.457665742076601,77.73983452882655,3.5428116101953138
T010,2023-01-01 00:07:00,117.59561099847586,11.909478556496001,130.6816883396708,0.7221728475557924
T010,2023-01-01 00:08:00,109.6130174344665,7.1648786243359375,71.44090503043621,4.672447346222277
T010,2023-01-01 00:09:00,94.3962732471231,7.86735900234193,197.6682224208067,0.3702768010466835
T010,2023-01-01 00:10:00,106.92195807790344,9.089983472079076,73.50860591877193,3.529275380081816
T010,2023-01-01 00:11:00,117.33716540508766,12.095411270763805,122.86556173903476,1.5791469880106836
T010,2023-01-01 00:12:00,83.68673818901146,11.808619272917227,176.4594518695102,4.534391837972762
T010,2023-01-01 00:13:00,114.43005131671961,13.140848675608845,97.01544951449088,3.7539768941660148
T010,2023-01-01 00:14:00,89.78805643061852,6.028248533703904,76.50918806859633,3.2322672355817677
T010,2023-01-01 00:15:00,100.66746567135044,8.497922887975,151.4281778791398,0.32448670598856755
T010,2023-01-01 00:16:00,94.87623552237683,5.725358275357047,161.35518555580364,2.89044061006125
T010,2023-01-01 00:17:00,84.41341937061189,5.1551999980419225,96.68931344423666,0.4809735440508558
T010,2023-01-01 00:18:00,113.41963109865073,7.247710618181272,157.85549723614426,1.7934580150315367
T010,2023-01-01 00:19:00,100.88584874838745,14.815294795119788,168.21810569522998,0.41131608516262486
T010,2023-01-01 00:20:00,114.88250505259325,8.980801767708204,110.71485524667376,2.1935440733821374
T010,2023-01-01 00:21:00,99.42224244419083,6.438096335040767,65.25967985658231,1.892470853460142
T010,2023-01-01 00:22:00,118.25440047271356,11.837652486681588,53.187319049038,4.287274860855997
T010,2023-01-01 00:23:00,97.12477048456584,10.332458296856785,176.60117377123288,1.2281985990185875
T010,2023-01-01 00:24:00,105.50268626085438,10.934399294088724,122.80350022653037,0.26017667712542536
T010,2023-01-01 00:25:00,101.62757221922797,5.280390546438573,196.86117044299962,3.679822966308676
T010,2023-01-01 00:26:00,105.20446344691784,6.005097912813765,177.20234451443116,4.4070562669814075
T010,2023-01-01 00:27:00,91.4185617857701,11.211817673786767,159.04682068256682,1.4095706377298374
T010,2023-01-01 00:28:00,119.3641334094222,10.132236840790007,147.9561281593285,3.4922178244542508
T010,2023-01-01 00:29:00,118.2838684157204,13.8838902549169,128.34438034059832,1.575073086417238
T010,2023-01-01 00:30:00,116.71279474257162,5.064997651740212,75.78354670257707,4.049881381529204
T010,2023-01-01 00:31:00,99.61546454688973,8.277983490150149,137.17876028646526,2.68931354931845
T010,2023-01-01 00:32:00,118.84149743926203,11.860300436139555,157.3002561440432,4.806950149540586
T010,2023-01-01 00:33:00,85.18209125918807,12.31526322955412,67.19588224809984,1.8730959021410392
T010,2023-01-01 00:34:00,105.06583424110468,10.54886026523452,139.5075530404516,1.1741092948713903
T010,2023-01-01 00:35:00,113.5140914542813,9.79635842179433,147.9440723110563,2.0131731321480975
T010,2023-01-01 00:36:00,116.95767051386053,5.04805446240546,149.1040623983261,4.857703145147898
T010,2023-01-01 00:37:00,111.60961868888472,10.724767395098802,168.9121995149145,2.5564513146473584
T010,2023-01-01 00:38:00,85.77738717760543,14.96188634676044,76.16864164894247,1.1597363186257843
T010,2023-01-01 00:39:00,85.06843521536538,11.952892874161602,196.48109250586094,1.6635777484539755
T010,2023-01-01 00:40:00,111.60142364726376,9.298816888978564,145.01756318213495,2.661108396369798
T010,2023-01-01 00:41:00,103.04749107267148,6.530043830382665,70.21103007007738,4.671585204439357
T010,2023-01-01 00:42:00,92.36392932641061,11.298360437601968,189.44551748629056,1.8343083754109621
T010,2023-01-01 00:43:00,107.75050739330985,10.183743598807204,153.39556709690476,1.5670095948870177
T010,2023-01-01 00:44:00,98.91999415249362,11.28995575180767,94.66353092377065,2.9231720855546217
T010,2023-01-01 00:45:00,117.25742442229308,11.296249326178003,128.73963731430553,0.45800524465149595
T010,2023-01-01 00:46:00,89.5617168610394,10.976574868303809,76.77379806594986,2.128500981398077
T010,2023-01-01 00:47:00,110.4887431437645,14.698061852940304,178.19489170362206,4.103633919968225
T010,2023-01-01 00:48:00,91.10797865758879,9.181495813154514,68.6869525531518,3.821639406533342
T010,2023-01-01 00:49:00,101.00727997113742,13.075744404817044,192.9149124567385,2.389568419609074
T010,2023-01-01 00:50:00,98.16190284571051,7.177843113297669,110.51529706111978,1.5965763929461734
T010,2023-01-01 00:51:00,87.84146722966204,8.090062692312124,63.95763461283942,3.747404687835776
T010,2023-01-01 00:52:00,81.89081632897076,8.877501519081424,142.51062372540505,1.0152805436767331
T010,2023-01-01 00:53:00,111.46110429079602,14.97863284717152,137.22259326840486,0.6835786405014898
T010,2023-01-01 00:54:00,111.90955345854455,12.514002993419055,165.91586015908211,4.116150325069624
T010,2023-01-01 00:55:00,118.3445412966656,6.869266588864155,105.10115680291423,3.7147029516192567
T010,2023-01-01 00:56:00,109.36069315680854,9.35244197332458,93.01715379048201,0.2824376451557786
T010,2023-01-01 00:57:00,94.09285549107327,5.129684547700922,199.95425062894904,2.005393896931301
T010,2023-01-01 00:58:00,88.29322535127329,8.451654331645644,158.49915243160996,0.8775203209229103
T010,2023-01-01 00:59:00,81.53996690917876,5.172631592137108,80.84572779246923,0.5202359019165638
T010,2023-01-01 01:00:00,99.65561835654191,12.461024186396388,197.99702594748655,0.6722784269149044
T010,2023-01-01 01:01:00,97.82653470172042,10.40247212533382,114.61007316303392,2.3158777141696536
T010,2023-01-01 01:02:00,103.28882331492653,13.986469444523715,116.07257506342512,1.7922942211750637
T010,2023-01-01 01:03:00,96.54880220408933,6.011324081436401,128.71036183767941,1.3625397076459524
T010,2023-01-01 01:04:00,117.13884103595274,10.04861469090239,78.30810447584383,4.948820181511912
T010,2023-01-01 01:05:00,91.37628371667549,8.20531931524729,130.74496735010985,4.226965457269015
T010,2023-01-01 01:06:00,111.46214638319663,6.266996353885497,54.58879968412329,4.520601821138377
T010,2023-01-01 01:07:00,113.63912888793234,5.095164079263142,144.17797920146762,0.8939686612644682
T010,2023-01-01 01:08:00,99.2032849577842,9.187914683920923,60.726519195354484,3.2322027059589846
T010,2023-01-01 01:09:00,85.14290334174498,10.46110725867782,134.86609578390232,0.34581824091863556
T010,2023-01-01 01:10:00,105.84440890170762,7.313961154393935,192.99482235545864,3.4203516863090564
T010,2023-01-01 01:11:00,100.79701497187715,10.503659868626437,111.80892826659363,1.103033541104448
T010,2023-01-01 01:12:00,102.63415817964928,5.51720998007487,71.98099682135387,4.134879799311256
