Batch_ID,Time_Stamp,Temperature_C,Pressure_Bar,Power_Consumption_kW,Vibration_mm_s
T058,2023-01-01 00:00:00,104.83212768389052,5.424239157790619,78.25282671101152,3.6535823524373616
T058,2023-01-01 00:01:00,94.78484357712469,6.721804209083501,98.52801695465958,2.5408301473833976
T058,2023-01-01 00:02:00,100.36947060057088,5.266525835970403,104.18069468286251,0.4342467771331433
T058,2023-01-01 00:03:00,111.84674560014246,8.0216505971305,51.08340275771479,4.728518702605988
T058,2023-01-01 00:04:00,112.5335389104622,5.135894691424619,193.95043371958437,0.529515810209139
T058,2023-01-01 00:05:00,102.44355292332422,9.813080759181464,139.16118971855985,1.8252300546237912
T058,2023-01-01 00:06:00,81.55416276407495,13.592071811212183,151.50193693504724,1.8502201686399373
T058,2023-01-01 00:07:00,98.91408747056923,9.995714024516378,51.66923126881942,4.2798872249773625
T058,2023-01-01 00:08:00,87.8853513000869,9.010510948713252,153.9090704807322,1.1774252302756638
T058,2023-01-01 00:09:00,86.57031812183513,14.342323392644428,157.56694831653886,4.613772752162173
T058,2023-01-01 00:10:00,85.57957638586812,14.345636376826057,79.85283220107266,0.29149276475613206
T058,2023-01-01 00:11:00,111.82763226153305,9.313916397196547,132.2269087447948,2.4680925016225643
T058,2023-01-01 00:12:00,97.19123782742804,6.195509896875491,95.54637474948206,3.1966848209108885
T058,2023-01-01 00:13:00,117.61615934547372,8.07395400259086,189.23917389022156,3.8221628033177444
T058,2023-01-01 00:14:00,100.65244138793453,8.58069784317431,162.77408147892652,2.270050438860937
T058,2023-01-01 00:15:00,86.80344977385336,12.966007616679738,155.11669437238862,3.750246895091526
T058,2023-01-01 00:16:00,84.79220944524755,13.28757219140662,168.8958595773646,1.1384209815446866
T058,2023-01-01 00:17:00,109.65432280148525,8.414919045476697,195.19989050875714,4.554949368820368
T058,2023-01-01 00:18:00,119.72705517469277,7.5140420592204995,86.20473177792906,3.3547946258793395
T058,2023-01-01 00:19:00,105.34853855674717,11.283054476063548,156.48434493990106,4.697011897529123
T058,2023-01-01 00:20:00,114.1159621499007,5.678545966811674,124.36545430217092,4.867292944795629
T058,2023-01-01 00:21:00,113.83460010093299,9.632205465050845,198.5994196529262,3.6912975598683824
T058,2023-01-01 00:22:00,98.54182216336554,10.235223589516849,58.07061936775786,1.8478227033470438
T058,2023-01-01 00:23:00,115.23710977878414,14.898097999088408,162.9632525782941,4.959534702968998
T058,2023-01-01 00:24:00,86.06749767028955,8.341083048492491,183.6380655577734,0.5503894500016364
T058,2023-01-01 00:25:00,82.6950375196333,6.248552133690307,105.61106630188394,4.989371526542717
T058,2023-01-01 00:26:00,114.36525318613343,8.367868973221118,88.2558931540043,0.19632479799016256
T058,2023-01-01 00:27:00,81.80921498367573,11.73854029798851,126.48516882565123,1.542228077506788
T058,2023-01-01 00:28:00,99.45817822961993,12.13259208223891,175.87365041965975,1.316292309325438
T058,2023-01-01 00:29:00,97.52605782980811,8.831893801665759,156.1486320796743,3.540204974008619
